Date,Company,Stock,L_share,L_capital,M_capitalization,T_volume,T_value,L_turnover_ratio
2020-04-22,797,913,5.49E+07,1.15E+08,1.27E+09,820360,9428673,1.49
2020-04-23,797,913,5.49E+07,1.15E+08,1.29E+09,683720,9124272,1.25
2020-04-24,797,913,5.49E+07,1.15E+08,1.27E+09,933917,9647344,1.7
2020-04-27,796,912,5.49E+07,1.15E+08,1.29E+09,735663,8171669,1.34
2020-04-28,796,912,5.49E+07,1.15E+08,1.30E+09,1173476,1.04E+07,2.14
2020-04-29,796,912,5.49E+07,1.15E+08,1.31E+09,1984182,1.05E+07,3.61
2020-05-04,795,911,5.49E+07,1.15E+08,1.27E+09,1146855,1.03E+07,2.09
2020-05-06,795,911,5.49E+07,1.15E+08,1.30E+09,1082527,8550701,1.97
2020-05-07,795,911,5.48E+07,1.15E+08,1.30E+09,775658,7383335,1.41
2020-05-08,795,911,5.48E+07,1.15E+08,1.31E+09,784773,7941568,1.43
2020-05-11,795,911,5.49E+07,1.15E+08,1.30E+09,591283,7752761,1.08
2020-05-12,795,911,5.49E+07,1.15E+08,1.29E+09,799930,9681897,1.46
2020-05-13,795,911,5.49E+07,1.15E+08,1.30E+09,618784,9012308,1.13
2020-05-14,795,911,5.49E+07,1.15E+08,1.29E+09,760646,9469021,1.39
2020-05-15,795,911,5.49E+07,1.15E+08,1.29E+09,866357,9723313,1.58
2020-05-18,795,911,5.49E+07,1.15E+08,1.30E+09,761696,9394307,1.39
2020-05-19,795,911,5.49E+07,1.15E+08,1.33E+09,773415,1.19E+07,1.41
2020-05-20,795,911,5.49E+07,1.15E+08,1.34E+09,699447,8248632,1.27
2020-05-21,796,913,5.50E+07,1.15E+08,1.34E+09,601199,8636998,1.09
2020-05-22,796,913,5.49E+07,1.15E+08,1.32E+09,847467,9509772,1.54
2020-05-25,796,913,5.49E+07,1.15E+08,1.34E+09,641459,7960325,1.17
2020-05-26,796,913,5.50E+07,1.15E+08,1.36E+09,1017804,1.25E+07,1.85
2020-05-27,796,913,5.50E+07,1.15E+08,1.36E+09,1178848,1.26E+07,2.14
2020-05-28,796,913,5.50E+07,1.15E+08,1.36E+09,1172134,1.45E+07,2.13
2020-05-29,796,913,5.50E+07,1.15E+08,1.36E+09,1086215,1.41E+07,1.97
2020-06-01,795,912,5.50E+07,1.15E+08,1.39E+09,997348,9839657,1.81
2020-06-02,795,912,5.50E+07,1.15E+08,1.40E+09,1000332,1.02E+07,1.82
2020-06-03,795,912,5.50E+07,1.15E+08,1.44E+09,1152001,1.70E+07,2.1
2020-06-04,795,912,5.50E+07,1.15E+08,1.45E+09,1393308,1.60E+07,2.53
2020-06-05,795,912,5.50E+07,1.15E+08,1.47E+09,854591,1.28E+07,1.55
2020-06-08,795,912,5.50E+07,1.15E+08,1.47E+09,854035,1.31E+07,1.55
2020-06-09,795,912,5.50E+07,1.15E+08,1.47E+09,817085,1.47E+07,1.49
2020-06-10,795,912,5.50E+07,1.15E+08,1.48E+09,706294,1.29E+07,1.28
2020-06-11,795,912,5.50E+07,1.15E+08,1.46E+09,827381,1.70E+07,1.5
2020-06-12,795,912,5.50E+07,1.15E+08,1.43E+09,689897,1.50E+07,1.25
2020-06-15,795,912,5.50E+07,1.15E+08,1.37E+09,1072278,1.82E+07,1.95
2020-06-16,795,912,5.50E+07,1.15E+08,1.44E+09,973639,1.38E+07,1.77
2020-06-17,795,912,5.51E+07,1.15E+08,1.44E+09,927516,1.55E+07,1.68
2020-06-18,795,912,5.51E+07,1.15E+08,1.44E+09,767184,1.11E+07,1.39
2020-06-19,795,912,5.51E+07,1.15E+08,1.44E+09,1079453,1.23E+07,1.96
2020-06-22,795,912,5.51E+07,1.15E+08,1.43E+09,789372,1.01E+07,1.43
2020-06-23,794,911,5.51E+07,1.15E+08,1.43E+09,917567,1.35E+07,1.67
2020-06-24,794,911,5.51E+07,1.15E+08,1.45E+09,913896,1.33E+07,1.66
2020-06-25,794,911,5.51E+07,1.15E+08,1.42E+09,1017721,1.07E+07,1.85
2020-06-26,794,911,5.51E+07,1.15E+08,1.44E+09,761044,9821160,1.38
2020-06-29,794,911,5.51E+07,1.15E+08,1.41E+09,643156,9025868,1.17
2020-06-30,793,910,5.51E+07,1.15E+08,1.42E+09,708605,1.17E+07,1.29
2020-07-01,791,908,5.50E+07,1.15E+08,1.42E+09,1116221,1.02E+07,2.03
2020-07-02,792,909,5.43E+07,1.15E+08,1.45E+09,1091965,1.07E+07,2.01
2020-07-03,792,909,5.43E+07,1.15E+08,1.46E+09,770055,8649544,1.42
2020-07-06,792,909,5.43E+07,1.15E+08,1.48E+09,666902,1.17E+07,1.23
2020-07-07,792,909,5.43E+07,1.15E+08,1.47E+09,847434,1.49E+07,1.56
2020-07-08,792,909,5.43E+07,1.15E+08,1.46E+09,677810,1.16E+07,1.25
2020-07-09,792,909,5.43E+07,1.15E+08,1.47E+09,619368,1.20E+07,1.14
2020-07-10,792,909,5.44E+07,1.15E+08,1.46E+09,886987,1.20E+07,1.63
2020-07-13,791,908,5.43E+07,1.15E+08,1.48E+09,650231,1.05E+07,1.2
2020-07-14,791,908,5.43E+07,1.15E+08,1.48E+09,810952,1.16E+07,1.49
2020-07-15,791,908,5.44E+07,1.15E+08,1.49E+09,830266,1.36E+07,1.53
2020-07-16,792,909,5.44E+07,1.15E+08,1.48E+09,784637,1.13E+07,1.44
2020-07-17,792,909,5.44E+07,1.15E+08,1.49E+09,569297,1.02E+07,1.05
2020-07-20,792,909,5.44E+07,1.15E+08,1.49E+09,686819,1.20E+07,1.26
2020-07-21,791,908,5.46E+07,1.15E+08,1.51E+09,918483,1.58E+07,1.68
2020-07-22,791,908,5.46E+07,1.15E+08,1.51E+09,856218,1.57E+07,1.57
2020-07-23,791,908,5.46E+07,1.15E+08,1.50E+09,934542,1.63E+07,1.71
2020-07-24,791,908,5.46E+07,1.15E+08,1.49E+09,1001025,1.72E+07,1.83
2020-07-27,791,908,5.46E+07,1.15E+08,1.50E+09,928625,1.43E+07,1.7
2020-07-28,791,908,5.46E+07,1.15E+08,1.53E+09,866726,1.75E+07,1.59
2020-07-29,791,908,5.47E+07,1.16E+08,1.54E+09,899494,1.55E+07,1.64
2020-07-30,791,908,5.47E+07,1.16E+08,1.54E+09,713039,1.36E+07,1.3
2020-07-31,791,908,5.47E+07,1.16E+08,1.53E+09,739689,1.30E+07,1.35
2020-08-03,791,908,5.47E+07,1.16E+08,1.53E+09,648462,1.36E+07,1.18
2020-08-04,791,908,5.47E+07,1.16E+08,1.55E+09,722906,1.53E+07,1.32
2020-08-05,793,910,5.48E+07,1.16E+08,1.57E+09,841299,1.79E+07,1.54
2020-08-06,793,910,5.48E+07,1.16E+08,1.59E+09,797147,1.78E+07,1.46
2020-08-07,794,911,5.50E+07,1.16E+08,1.60E+09,812595,1.76E+07,1.48
2020-08-10,794,911,5.50E+07,1.16E+08,1.62E+09,784617,1.95E+07,1.43
2020-08-11,794,911,5.50E+07,1.16E+08,1.64E+09,843438,1.97E+07,1.53
2020-08-12,794,911,5.50E+07,1.16E+08,1.65E+09,763735,1.67E+07,1.39
2020-08-13,794,911,5.51E+07,1.16E+08,1.66E+09,907219,1.83E+07,1.65
2020-08-14,794,911,5.51E+07,1.16E+08,1.64E+09,968125,1.66E+07,1.76
2020-08-18,794,911,5.51E+07,1.16E+08,1.60E+09,909750,1.76E+07,1.65
2020-08-19,794,911,5.51E+07,1.16E+08,1.60E+09,637965,1.24E+07,1.16
2020-08-20,794,911,5.52E+07,1.16E+08,1.55E+09,903744,1.71E+07,1.64
2020-08-21,794,911,5.51E+07,1.16E+08,1.57E+09,865736,1.41E+07,1.57
2020-08-24,794,911,5.51E+07,1.16E+08,1.58E+09,649277,1.17E+07,1.18
2020-08-25,794,911,5.51E+07,1.16E+08,1.61E+09,771585,1.36E+07,1.4
2020-08-26,794,911,5.51E+07,1.16E+08,1.61E+09,956478,1.44E+07,1.74
2020-08-27,794,911,5.51E+07,1.16E+08,1.59E+09,913917,1.52E+07,1.66
2020-08-28,794,911,5.52E+07,1.16E+08,1.60E+09,1297312,1.55E+07,2.35
2020-08-31,795,912,5.53E+07,1.17E+08,1.58E+09,1647818,1.95E+07,2.98
2020-09-01,795,912,5.53E+07,1.17E+08,1.60E+09,1085245,1.67E+07,1.96
2020-09-02,795,912,5.53E+07,1.17E+08,1.61E+09,1429273,1.58E+07,2.59
2020-09-03,795,912,5.53E+07,1.17E+08,1.63E+09,981546,1.74E+07,1.77
2020-09-04,795,912,5.53E+07,1.17E+08,1.61E+09,1351039,1.97E+07,2.44
2020-09-07,795,912,5.53E+07,1.17E+08,1.62E+09,1197385,1.72E+07,2.16
2020-09-08,795,912,5.53E+07,1.17E+08,1.63E+09,979357,1.73E+07,1.77
2020-09-09,795,912,5.53E+07,1.17E+08,1.62E+09,946247,1.55E+07,1.71
2020-09-10,795,912,5.53E+07,1.17E+08,1.63E+09,1064574,1.58E+07,1.92
2020-09-11,795,912,5.53E+07,1.17E+08,1.63E+09,882880,1.21E+07,1.6
2020-09-14,795,912,5.53E+07,1.17E+08,1.65E+09,963083,1.20E+07,1.74
2020-09-15,795,912,5.53E+07,1.17E+08,1.66E+09,849969,1.18E+07,1.54
2020-09-16,795,912,5.53E+07,1.17E+08,1.66E+09,772938,1.19E+07,1.4
2020-09-17,795,912,5.53E+07,1.17E+08,1.64E+09,853740,1.42E+07,1.54
2020-09-18,795,912,5.53E+07,1.17E+08,1.64E+09,756517,1.40E+07,1.37
2020-09-21,795,912,5.53E+07,1.17E+08,1.63E+09,1041993,1.42E+07,1.88
2020-09-22,796,914,5.53E+07,1.17E+08,1.59E+09,1051028,1.79E+07,1.9
2020-09-23,796,914,5.53E+07,1.17E+08,1.59E+09,735042,1.36E+07,1.33
2020-09-24,796,914,5.53E+07,1.17E+08,1.55E+09,714881,1.25E+07,1.29
2020-09-25,796,914,5.53E+07,1.17E+08,1.55E+09,697962,1.02E+07,1.26
2020-09-28,796,914,5.54E+07,1.17E+08,1.57E+09,605977,8971172,1.09
2020-09-29,796,914,5.52E+07,1.17E+08,1.58E+09,646218,9487147,1.17
2020-10-05,796,914,5.52E+07,1.17E+08,1.60E+09,763618,1.07E+07,1.38
2020-10-06,796,914,5.52E+07,1.17E+08,1.61E+09,861755,1.11E+07,1.56
2020-10-07,796,914,5.53E+07,1.17E+08,1.62E+09,737994,8971101,1.34
2020-10-08,796,914,5.53E+07,1.17E+08,1.63E+09,961726,1.25E+07,1.74
2020-10-12,796,914,5.56E+07,1.17E+08,1.64E+09,843574,1.07E+07,1.52
2020-10-13,796,914,5.55E+07,1.17E+08,1.64E+09,724920,1.02E+07,1.31
2020-10-14,796,914,5.55E+07,1.17E+08,1.62E+09,901177,1.10E+07,1.62
2020-10-15,797,915,5.56E+07,1.17E+08,1.62E+09,1165501,1.30E+07,2.1
2020-10-16,797,915,5.56E+07,1.17E+08,1.60E+09,920205,1.11E+07,1.65
2020-10-19,797,915,5.56E+07,1.17E+08,1.61E+09,931645,1.05E+07,1.67
2020-10-20,797,915,5.57E+07,1.17E+08,1.62E+09,874293,1.18E+07,1.57
2020-10-21,797,915,5.57E+07,1.17E+08,1.62E+09,812837,9864098,1.46
2020-10-22,797,915,5.56E+07,1.17E+08,1.61E+09,815612,9774989,1.47
2020-10-23,797,915,5.56E+07,1.17E+08,1.62E+09,890385,1.07E+07,1.6
2020-10-26,797,915,5.56E+07,1.17E+08,1.61E+09,822268,1.17E+07,1.48
2020-10-27,797,915,5.56E+07,1.17E+08,1.60E+09,666942,1.13E+07,1.2
2020-10-28,797,915,5.56E+07,1.17E+08,1.61E+09,705770,8941028,1.27
2020-10-29,797,915,5.56E+07,1.17E+08,1.59E+09,509768,1.04E+07,0.92
2020-10-30,797,915,5.56E+07,1.17E+08,1.55E+09,795585,1.18E+07,1.43
2020-11-02,797,915,5.56E+07,1.17E+08,1.58E+09,678501,8514452,1.22
2020-11-03,797,915,5.56E+07,1.17E+08,1.61E+09,887445,1.09E+07,1.6
2020-11-04,797,915,5.56E+07,1.17E+08,1.61E+09,986786,1.48E+07,1.77
2020-11-05,797,915,5.56E+07,1.17E+08,1.65E+09,702037,1.26E+07,1.26
2020-11-06,797,915,5.56E+07,1.17E+08,1.66E+09,825569,1.26E+07,1.48
2020-11-09,797,915,5.56E+07,1.17E+08,1.68E+09,1354863,1.48E+07,2.44
2020-11-10,797,915,5.56E+07,1.17E+08,1.68E+09,1464168,1.80E+07,2.63
2020-11-11,797,915,5.56E+07,1.17E+08,1.70E+09,1272039,1.83E+07,2.29
2020-11-12,798,916,5.56E+07,1.17E+08,1.70E+09,1278692,1.64E+07,2.3
2020-11-13,798,916,5.57E+07,1.17E+08,1.71E+09,1072383,1.70E+07,1.93
2020-11-16,798,916,5.57E+07,1.17E+08,1.74E+09,1239135,1.91E+07,2.23
2020-11-17,798,916,5.59E+07,1.17E+08,1.74E+09,1267495,1.78E+07,2.27
2020-11-18,798,916,5.59E+07,1.17E+08,1.75E+09,923504,1.36E+07,1.65
2020-11-19,798,916,5.59E+07,1.17E+08,1.75E+09,976483,1.25E+07,1.75
2020-11-20,799,917,5.59E+07,1.17E+08,1.75E+09,1129501,1.23E+07,2.02
2020-11-23,799,917,5.59E+07,1.17E+08,1.79E+09,1649443,1.58E+07,2.95
2020-11-24,799,917,5.59E+07,1.17E+08,1.80E+09,1364506,1.69E+07,2.44
2020-11-25,799,917,5.59E+07,1.17E+08,1.79E+09,1410105,2.18E+07,2.52
2020-11-26,799,917,5.60E+07,1.17E+08,1.80E+09,1387435,1.27E+07,2.48
2020-11-27,799,917,5.60E+07,1.17E+08,1.81E+09,1196042,1.26E+07,2.13
2020-11-30,799,917,5.60E+07,1.17E+08,1.78E+09,1311831,2.12E+07,2.34
2020-12-01,799,917,5.60E+07,1.17E+08,1.81E+09,1151129,1.59E+07,2.05
2020-12-02,799,917,5.60E+07,1.17E+08,1.84E+09,1076204,1.75E+07,1.92
2020-12-03,799,916,5.61E+07,1.17E+08,1.85E+09,817066,1.56E+07,1.46
2020-12-04,799,916,5.61E+07,1.17E+08,1.88E+09,1778897,1.99E+07,3.17
2020-12-07,800,917,5.62E+07,1.17E+08,1.89E+09,1499265,1.79E+07,2.67
2020-12-08,800,917,5.62E+07,1.17E+08,1.86E+09,1415240,1.72E+07,2.52
2020-12-09,800,917,5.62E+07,1.17E+08,1.89E+09,1252305,1.70E+07,2.23
2020-12-10,800,917,5.62E+07,1.17E+08,1.89E+09,1227651,2.06E+07,2.18
2020-12-11,800,917,5.62E+07,1.17E+08,1.91E+09,1215239,1.83E+07,2.16
2020-12-14,800,917,5.63E+07,1.17E+08,1.90E+09,1113631,1.70E+07,1.98
2020-12-15,800,917,5.63E+07,1.17E+08,1.90E+09,1093523,1.55E+07,1.94
2020-12-16,800,917,5.63E+07,1.17E+08,1.91E+09,1166638,1.36E+07,2.07
2020-12-17,800,917,5.63E+07,1.17E+08,1.91E+09,1015484,1.63E+07,1.81
2020-12-18,799,916,5.62E+07,1.17E+08,1.91E+09,1059144,1.92E+07,1.88
2020-12-21,799,916,5.62E+07,1.17E+08,1.91E+09,1139514,1.90E+07,2.03
2020-12-22,799,916,5.63E+07,1.17E+08,1.88E+09,1260762,1.99E+07,2.24
2020-12-23,800,917,5.64E+07,1.17E+08,1.90E+09,1121347,2.03E+07,1.99
2020-12-24,800,917,5.65E+07,1.17E+08,1.94E+09,1030890,2.00E+07,1.82
2020-12-28,800,917,5.66E+07,1.17E+08,1.94E+09,1006250,2.42E+07,1.78
2020-12-29,800,917,5.66E+07,1.17E+08,1.94E+09,1046839,1.93E+07,1.85
2020-12-30,800,917,5.66E+07,1.17E+08,1.98E+09,1074033,1.79E+07,1.9
2021-01-04,800,917,5.67E+07,1.18E+08,2.03E+09,1026510,2.50E+07,1.81
2021-01-05,800,917,5.67E+07,1.18E+08,2.06E+09,1519912,2.65E+07,2.68
2021-01-06,800,917,5.67E+07,1.18E+08,2.04E+09,1793419,2.99E+07,3.16
2021-01-07,800,917,5.67E+07,1.18E+08,2.09E+09,1524655,2.72E+07,2.69
2021-01-08,800,917,5.67E+07,1.18E+08,2.17E+09,1297903,4.09E+07,2.29
2021-01-11,800,917,5.67E+07,1.18E+08,2.17E+09,1712526,4.44E+07,3.02
2021-01-12,800,917,5.67E+07,1.18E+08,2.16E+09,1390618,3.14E+07,2.45
2021-01-13,800,917,5.67E+07,1.18E+08,2.17E+09,1578042,2.47E+07,2.78
2021-01-14,800,917,5.67E+07,1.18E+08,2.17E+09,1233183,2.41E+07,2.17
2021-01-15,800,917,5.66E+07,1.17E+08,2.13E+09,1331079,2.32E+07,2.35
2021-01-18,800,917,5.66E+07,1.17E+08,2.08E+09,1472049,2.32E+07,2.6
2021-01-19,800,917,5.66E+07,1.17E+08,2.13E+09,1353312,2.42E+07,2.39
2021-01-20,800,917,5.66E+07,1.17E+08,2.15E+09,1192695,2.46E+07,2.11
2021-01-21,800,917,5.66E+07,1.17E+08,2.18E+09,1360065,2.53E+07,2.4
2021-01-22,800,917,5.66E+07,1.17E+08,2.17E+09,1111223,2.43E+07,1.96
2021-01-25,801,919,5.67E+07,1.17E+08,2.21E+09,1093653,2.12E+07,1.93
2021-01-26,801,919,5.67E+07,1.17E+08,2.17E+09,873024,2.19E+07,1.54
2021-01-27,801,919,5.67E+07,1.17E+08,2.15E+09,924582,2.01E+07,1.63
2021-01-28,801,919,5.67E+07,1.17E+08,2.12E+09,1310455,2.30E+07,2.31
2021-01-29,801,919,5.67E+07,1.17E+08,2.05E+09,995071,2.44E+07,1.76
2021-02-01,801,919,5.67E+07,1.17E+08,2.10E+09,969262,2.07E+07,1.71
